frame.time,frame.len,frame.protocols,eth.src,eth.dst,ip.dst,ip.src,ip.flags,ip.ttl,ip.proto,ip.checksum,ip.tos,tcp.srcport,tcp.dstport,tcp.flags,tcp.window_size_value,tcp.window_size_scalefactor,tcp.checksum,tcp.options,tcp.pdu.size,udp.srcport,udp.dstport,label
"Jan 14, 2025 18:40:45.643109000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb943,,44229.0,1883.0,0x0010,502.0,-1.0,0x9819,0101080a6be09cb727072189,,,,Benign
"Jan 14, 2025 18:40:45.643137000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb942,,44229.0,1883.0,0x0010,502.0,-1.0,0x2887,0101080a6be09cb727072189,,,,Benign
"Jan 14, 2025 18:40:45.643146000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb941,,44229.0,1883.0,0x0018,502.0,-1.0,0x3dd0,0101080a6be09cb727072189,,,,Benign
"Jan 14, 2025 18:40:45.643161000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb940,,44229.0,1883.0,0x0010,502.0,-1.0,0xf2e5,0101080a6be09cb727072189,,,,Benign
"Jan 14, 2025 18:40:45.643169000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb93f,,44229.0,1883.0,0x0010,502.0,-1.0,0xfc9f,0101080a6be09cb727072189,,,,Benign
"Jan 14, 2025 18:40:45.643180000 GMT",564,eth:ethertype:ip:tcp:mqtt,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbcf4,,44229.0,1883.0,0x0018,502.0,-1.0,0xc630,0101080a6be09cb727072189,7738.0,,,Benign
"Jan 14, 2025 18:40:45.648084000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04c4,,1883.0,44229.0,0x0010,501.0,-1.0,0x5f6a,0101080a270735e06be09cb7,,,,Benign
"Jan 14, 2025 18:40:45.648104000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04c3,,1883.0,44229.0,0x0010,501.0,-1.0,0x541a,0101080a270735e06be09cb7,,,,Benign
"Jan 14, 2025 18:40:45.648110000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04c2,,1883.0,44229.0,0x0010,501.0,-1.0,0x4c80,0101080a270735e06be09cb7,,,,Benign
"Jan 14, 2025 18:41:10.667725000 GMT",68,eth:ethertype:ip:tcp:mqtt,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbee3,,44229.0,1883.0,0x0018,502.0,-1.0,0x2ab3,0101080a6be0fe78270735e0,2.0,,,Benign
"Jan 14, 2025 18:41:10.674512000 GMT",68,eth:ethertype:ip:tcp:mqtt,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04bf,,1883.0,44229.0,0x0018,501.0,-1.0,0xb8f0,0101080a270797a16be0fe78,2.0,,,Benign
"Jan 14, 2025 18:41:10.674557000 GMT",66,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbee4,,44229.0,1883.0,0x0010,502.0,-1.0,0x88f1,0101080a6be0fe7f270797a1,,,,Benign
"Jan 14, 2025 18:41:40.441426000 GMT",67,eth:ethertype:ip:udp:dns,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.0.2,192.168.20.31,0x02,64,17,0x4661,,,,,,,,,,57213.0,53.0,Benign
"Jan 14, 2025 18:41:40.447362000 GMT",83,eth:ethertype:ip:udp:dns,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.0.2,0x02,61,17,0x5123,,,,,,,,,,53.0,57213.0,Benign
"Jan 14, 2025 18:41:40.447469000 GMT",90,eth:ethertype:ip:udp:ntp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.0.3,192.168.20.31,0x02,64,17,0x3c94,,,,,,,,,,35405.0,123.0,Benign
"Jan 14, 2025 18:41:40.452916000 GMT",90,eth:ethertype:ip:udp:ntp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.0.3,0x02,61,17,0xbdb8,,,,,,,,,,123.0,35405.0,Benign
"Jan 14, 2025 18:41:40.704836000 GMT",68,eth:ethertype:ip:tcp:mqtt,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbee1,,44229.0,1883.0,0x0018,502.0,-1.0,0x5398,0101080a6be173cd270797a1,2.0,,,Benign
"Jan 14, 2025 18:41:40.711729000 GMT",68,eth:ethertype:ip:tcp:mqtt,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04be,,1883.0,44229.0,0x0018,501.0,-1.0,0xce41,0101080a27080cf66be173cd,2.0,,,Benign
"Jan 14, 2025 18:41:40.711767000 GMT",66,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbee2,,44229.0,1883.0,0x0010,502.0,-1.0,0x9e42,0101080a6be173d427080cf6,,,,Benign
"Jan 14, 2025 18:41:44.130316000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb939,,44229.0,1883.0,0x0010,502.0,-1.0,0xfd20,0101080a6be1812e27080cf6,,,,Benign
"Jan 14, 2025 18:41:44.130341000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb938,,44229.0,1883.0,0x0010,502.0,-1.0,0x59bc,0101080a6be1812e27080cf6,,,,Benign
"Jan 14, 2025 18:41:44.130352000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb937,,44229.0,1883.0,0x0018,502.0,-1.0,0x7194,0101080a6be1812e27080cf6,,,,Benign
"Jan 14, 2025 18:41:44.130370000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb936,,44229.0,1883.0,0x0010,502.0,-1.0,0xda50,0101080a6be1812e27080cf6,,,,Benign
"Jan 14, 2025 18:41:44.130381000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb935,,44229.0,1883.0,0x0010,502.0,-1.0,0x5e50,0101080a6be1812e27080cf6,,,,Benign
"Jan 14, 2025 18:41:44.130396000 GMT",564,eth:ethertype:ip:tcp:mqtt,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbcea,,44229.0,1883.0,0x0018,502.0,-1.0,0x0e06,0101080a6be1812e27080cf6,7738.0,,,Benign
"Jan 14, 2025 18:41:44.135935000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04bf,,1883.0,44229.0,0x0010,501.0,-1.0,0x7838,0101080a27081a576be1812e,,,,Benign
"Jan 14, 2025 18:41:44.136642000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04be,,1883.0,44229.0,0x0010,501.0,-1.0,0x6ce7,0101080a27081a586be1812e,,,,Benign
"Jan 14, 2025 18:41:44.136653000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04bd,,1883.0,44229.0,0x0010,501.0,-1.0,0x654d,0101080a27081a586be1812e,,,,Benign
"Jan 14, 2025 18:42:11.156592000 GMT",68,eth:ethertype:ip:tcp:mqtt,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbed9,,44229.0,1883.0,0x0018,502.0,-1.0,0x3bae,0101080a6be1eac127081a58,2.0,,,Benign
"Jan 14, 2025 18:42:11.161862000 GMT",68,eth:ethertype:ip:tcp:mqtt,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04ba,,1883.0,44229.0,0x0018,501.0,-1.0,0xc21b,0101080a270883e96be1eac1,2.0,,,Benign
"Jan 14, 2025 18:42:11.161898000 GMT",66,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbeda,,44229.0,1883.0,0x0010,502.0,-1.0,0x921e,0101080a6be1eac6270883e9,,,,Benign
"Jan 14, 2025 18:42:40.457606000 GMT",67,eth:ethertype:ip:udp:dns,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.0.2,192.168.20.31,0x02,64,17,0xb122,,,,,,,,,,42577.0,53.0,Benign
"Jan 14, 2025 18:42:40.462605000 GMT",83,eth:ethertype:ip:udp:dns,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.0.2,0x02,61,17,0xf505,,,,,,,,,,53.0,42577.0,Benign
"Jan 14, 2025 18:42:40.462681000 GMT",90,eth:ethertype:ip:udp:ntp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.0.3,192.168.20.31,0x02,64,17,0x290a,,,,,,,,,,42195.0,123.0,Benign
"Jan 14, 2025 18:42:40.466419000 GMT",90,eth:ethertype:ip:udp:ntp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.0.3,0x02,61,17,0x83b6,,,,,,,,,,123.0,42195.0,Benign
"Jan 14, 2025 18:42:41.191752000 GMT",68,eth:ethertype:ip:tcp:mqtt,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbed7,,44229.0,1883.0,0x0018,502.0,-1.0,0x5cc5,0101080a6be26014270883e9,2.0,,,Benign
"Jan 14, 2025 18:42:41.198585000 GMT",68,eth:ethertype:ip:tcp:mqtt,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04b9,,1883.0,44229.0,0x0018,501.0,-1.0,0xd76f,0101080a2708f93d6be26014,2.0,,,Benign
"Jan 14, 2025 18:42:41.198629000 GMT",66,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbed8,,44229.0,1883.0,0x0010,502.0,-1.0,0xa770,0101080a6be2601b2708f93d,,,,Benign
"Jan 14, 2025 18:42:44.941776000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb92f,,44229.0,1883.0,0x0010,502.0,-1.0,0x1211,0101080a6be26eba2708f93d,,,,Benign
"Jan 14, 2025 18:42:44.941802000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb92e,,44229.0,1883.0,0x0010,502.0,-1.0,0xc3b2,0101080a6be26eba2708f93d,,,,Benign
"Jan 14, 2025 18:42:44.941810000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb92d,,44229.0,1883.0,0x0018,502.0,-1.0,0x1795,0101080a6be26eba2708f93d,,,,Benign
"Jan 14, 2025 18:42:44.941819000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb92c,,44229.0,1883.0,0x0010,502.0,-1.0,0xbeb0,0101080a6be26eba2708f93d,,,,Benign
"Jan 14, 2025 18:42:44.941825000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb92b,,44229.0,1883.0,0x0010,502.0,-1.0,0x2829,0101080a6be26eba2708f93d,,,,Benign
"Jan 14, 2025 18:42:44.941831000 GMT",564,eth:ethertype:ip:tcp:mqtt,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbce0,,44229.0,1883.0,0x0018,502.0,-1.0,0xd3aa,0101080a6be26eba2708f93d,7738.0,,,Benign
"Jan 14, 2025 18:42:44.947610000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04ba,,1883.0,44229.0,0x0010,501.0,-1.0,0x7edc,0101080a270907e36be26eba,,,,Benign
"Jan 14, 2025 18:42:44.948203000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04b9,,1883.0,44229.0,0x0010,501.0,-1.0,0x738b,0101080a270907e46be26eba,,,,Benign
"Jan 14, 2025 18:42:44.949180000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04b8,,1883.0,44229.0,0x0010,501.0,-1.0,0x6bf1,0101080a270907e46be26eba,,,,Benign
"Jan 14, 2025 18:43:11.968587000 GMT",68,eth:ethertype:ip:tcp:mqtt,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbecf,,44229.0,1883.0,0x0018,502.0,-1.0,0x4252,0101080a6be2d84d270907e4,2.0,,,Benign
"Jan 14, 2025 18:43:11.973428000 GMT",68,eth:ethertype:ip:tcp:mqtt,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04b5,,1883.0,44229.0,0x0018,501.0,-1.0,0xc8bf,0101080a270971756be2d84d,2.0,,,Benign
"Jan 14, 2025 18:43:11.973458000 GMT",66,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbed0,,44229.0,1883.0,0x0010,502.0,-1.0,0x98c3,0101080a6be2d85127097175,,,,Benign
"Jan 14, 2025 18:43:40.471992000 GMT",67,eth:ethertype:ip:udp:dns,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.0.2,192.168.20.31,0x02,64,17,0x80a9,,,,,,,,,,42864.0,53.0,Benign
"Jan 14, 2025 18:43:40.478368000 GMT",83,eth:ethertype:ip:udp:dns,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.0.2,0x02,61,17,0x82bb,,,,,,,,,,53.0,42864.0,Benign
"Jan 14, 2025 18:43:40.478454000 GMT",90,eth:ethertype:ip:udp:ntp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.0.3,192.168.20.31,0x02,64,17,0xb130,,,,,,,,,,35845.0,123.0,Benign
"Jan 14, 2025 18:43:40.483552000 GMT",90,eth:ethertype:ip:udp:ntp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.0.3,0x02,61,17,0xc819,,,,,,,,,,123.0,35845.0,Benign
"Jan 14, 2025 18:43:42.002734000 GMT",68,eth:ethertype:ip:tcp:mqtt,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbecd,,44229.0,1883.0,0x0018,502.0,-1.0,0x636a,0101080a6be34d9f27097175,2.0,,,Benign
"Jan 14, 2025 18:43:42.009529000 GMT",68,eth:ethertype:ip:tcp:mqtt,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04b4,,1883.0,44229.0,0x0018,501.0,-1.0,0xde15,0101080a2709e6c86be34d9f,2.0,,,Benign
"Jan 14, 2025 18:43:42.009560000 GMT",66,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbece,,44229.0,1883.0,0x0010,502.0,-1.0,0xae16,0101080a6be34da62709e6c8,,,,Benign
"Jan 14, 2025 18:43:46.151946000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb925,,44229.0,1883.0,0x0010,502.0,-1.0,0xc1e8,0101080a6be35dd42709e6c8,,,,Benign
"Jan 14, 2025 18:43:46.151987000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb924,,44229.0,1883.0,0x0010,502.0,-1.0,0xb8a0,0101080a6be35dd42709e6c8,,,,Benign
"Jan 14, 2025 18:43:46.152019000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb923,,44229.0,1883.0,0x0018,502.0,-1.0,0x73ff,0101080a6be35dd42709e6c8,,,,Benign
"Jan 14, 2025 18:43:46.152030000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb922,,44229.0,1883.0,0x0010,502.0,-1.0,0x3aff,0101080a6be35dd42709e6c8,,,,Benign
"Jan 14, 2025 18:43:46.152048000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb921,,44229.0,1883.0,0x0010,502.0,-1.0,0x90a4,0101080a6be35dd42709e6c8,,,,Benign
"Jan 14, 2025 18:43:46.152064000 GMT",564,eth:ethertype:ip:tcp:mqtt,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbcd6,,44229.0,1883.0,0x0018,502.0,-1.0,0x45e8,0101080a6be35dd42709e6c8,7738.0,,,Benign
"Jan 14, 2025 18:43:46.167494000 GMT",564,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbcd5,,44229.0,1883.0,0x0018,502.0,-1.0,0x45d8,0101080a6be35de42709e6c8,,,,Benign
"Jan 14, 2025 18:43:46.169668000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04b5,,1883.0,44229.0,0x0010,501.0,-1.0,0x8260,0101080a2709f7016be35dd4,,,,Benign
"Jan 14, 2025 18:43:46.170323000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04b4,,1883.0,44229.0,0x0010,501.0,-1.0,0x7710,0101080a2709f7016be35dd4,,,,Benign
"Jan 14, 2025 18:43:46.171243000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04b3,,1883.0,44229.0,0x0010,501.0,-1.0,0x6f76,0101080a2709f7016be35dd4,,,,Benign
"Jan 14, 2025 18:43:46.177186000 GMT",78,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04a6,,1883.0,44229.0,0x0010,501.0,-1.0,0x395e,0101080a2709f7106be35de40101050a14e3ea1414e3ec06,,,,Benign
"Jan 14, 2025 18:44:12.177637000 GMT",68,eth:ethertype:ip:tcp:mqtt,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbec4,,44229.0,1883.0,0x0018,502.0,-1.0,0x49b1,0101080a6be3c37e2709f710,2.0,,,Benign
"Jan 14, 2025 18:44:12.181821000 GMT",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04b1,,1883.0,44229.0,0x0010,501.0,-1.0,0xa424,0101080a270a5ca66be3c37e,,,,Benign
"Jan 14, 2025 18:44:12.181839000 GMT",68,eth:ethertype:ip:tcp:mqtt,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04ae,,1883.0,44229.0,0x0018,501.0,-1.0,0xd419,0101080a270a5ca66be3c37e,2.0,,,Benign
"Jan 14, 2025 18:44:12.181863000 GMT",66,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbec5,,44229.0,1883.0,0x0010,502.0,-1.0,0xa41d,0101080a6be3c382270a5ca6,,,,Benign
"Jan 14, 2025 18:44:40.487990000 GMT",67,eth:ethertype:ip:udp:dns,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.0.2,192.168.20.31,0x02,64,17,0x9a89,,,,,,,,,,52641.0,53.0,Benign
"Jan 14, 2025 18:44:40.493228000 GMT",83,eth:ethertype:ip:udp:dns,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.0.2,0x02,61,17,0xa12b,,,,,,,,,,53.0,52641.0,Benign
"Jan 14, 2025 18:44:40.493315000 GMT",90,eth:ethertype:ip:udp:ntp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.0.3,192.168.20.31,0x02,64,17,0x27e7,,,,,,,,,,58378.0,123.0,Benign
"Jan 14, 2025 18:44:40.497987000 GMT",90,eth:ethertype:ip:udp:ntp,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.0.3,0x02,61,17,0x836b,,,,,,,,,,123.0,58378.0,Benign
"Jan 14, 2025 18:44:42.211624000 GMT",68,eth:ethertype:ip:tcp:mqtt,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbec2,,44229.0,1883.0,0x0018,502.0,-1.0,0x6ec4,0101080a6be438d0270a5ca6,2.0,,,Benign
"Jan 14, 2025 18:44:42.217348000 GMT",68,eth:ethertype:ip:tcp:mqtt,0c:03:36:87:00:00,02:42:e8:8a:b5:00,192.168.20.31,192.168.4.2,0x02,61,6,0x04ad,,1883.0,44229.0,0x0018,501.0,-1.0,0xe96f,0101080a270ad1f96be438d0,2.0,,,Benign
"Jan 14, 2025 18:44:42.217377000 GMT",66,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xbec3,,44229.0,1883.0,0x0010,502.0,-1.0,0xb972,0101080a6be438d5270ad1f9,,,,Benign
"Jan 14, 2025 18:44:44.364534000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb91a,,44229.0,1883.0,0x0010,502.0,-1.0,0xfc8d,0101080a6be44139270ad1f9,,,,Benign
"Jan 14, 2025 18:44:44.364563000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb919,,44229.0,1883.0,0x0018,502.0,-1.0,0xc942,0101080a6be44139270ad1f9,,,,Benign
"Jan 14, 2025 18:44:44.364578000 GMT",1514,eth:ethertype:ip:tcp,02:42:e8:8a:b5:00,0c:03:36:87:00:00,192.168.4.2,192.168.20.31,0x02,64,6,0xb918,,44229.0,1883.0,0x0010,502.0,-1.0,0x6b2c,0101080a6be44139270ad1f9,,,,Benign
